SCAL,NGEN,NBPS,REPL,GENE,NL,I1,I2,FN,FP,RF
noscale,200g,1000b,R3,25,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,26,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,27,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,28,37,34,34,6,6,0.176471
noscale,200g,1000b,R3,29,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,30,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,31,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,32,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,33,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,34,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,35,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,36,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,37,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,38,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,39,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,40,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,41,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,42,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,43,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,44,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,45,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,46,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,47,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,48,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,49,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,50,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,51,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,52,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,53,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,54,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,55,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,56,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,57,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,58,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,59,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,60,37,34,34,7,7,0.205882
noscale,200g,1000b,R3,61,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,62,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,63,37,34,34,6,6,0.176471
noscale,200g,1000b,R3,64,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,65,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,66,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,67,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,68,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,69,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,70,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,71,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,72,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,73,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,74,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,75,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,76,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,77,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,78,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,79,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,80,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,81,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,82,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,83,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,84,37,34,34,7,7,0.205882
noscale,200g,1000b,R3,85,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,86,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,87,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,88,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,89,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,90,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,91,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,92,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,93,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,94,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,95,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,96,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,97,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,98,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,99,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,100,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,101,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,102,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,103,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,104,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,105,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,106,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,107,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,108,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,109,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,110,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,111,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,112,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,113,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,114,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,115,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,116,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,117,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,118,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,119,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,120,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,121,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,122,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,123,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,124,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,125,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,126,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,127,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,128,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,129,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,130,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,131,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,132,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,133,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,134,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,135,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,136,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,137,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,138,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,139,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,140,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,141,37,34,34,19,19,0.558824
noscale,200g,1000b,R3,142,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,143,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,144,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,145,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,146,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,147,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,148,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,149,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,150,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,151,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,152,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,153,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,154,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,155,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,156,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,157,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,158,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,159,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,160,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,161,37,34,34,7,7,0.205882
noscale,200g,1000b,R3,162,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,163,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,164,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,165,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,166,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,167,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,168,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,169,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,170,37,34,34,19,19,0.558824
noscale,200g,1000b,R3,171,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,172,37,34,34,7,7,0.205882
noscale,200g,1000b,R3,173,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,174,37,34,34,21,21,0.617647
noscale,200g,1000b,R3,175,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,176,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,177,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,178,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,179,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,180,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,181,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,182,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,183,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,184,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,185,37,34,34,7,7,0.205882
noscale,200g,1000b,R3,186,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,187,37,34,34,19,19,0.558824
noscale,200g,1000b,R3,188,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,189,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,190,37,34,34,8,8,0.235294
noscale,200g,1000b,R3,191,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,192,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,193,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,194,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,195,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,196,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,197,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,198,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,199,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,200,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,1,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,2,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,3,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,4,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,5,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,6,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,7,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,8,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,9,37,34,34,18,18,0.529412
noscale,200g,1000b,R4,10,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,11,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,12,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,13,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,14,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,15,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,16,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,17,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,18,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,19,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,20,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,21,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,22,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,23,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,24,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,25,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,26,37,34,34,5,5,0.147059
noscale,200g,1000b,R4,27,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,28,37,34,34,19,19,0.558824
noscale,200g,1000b,R4,29,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,30,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,31,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,32,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,33,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,34,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,35,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,36,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,37,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,38,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,39,37,34,34,8,8,0.235294
noscale,200g,1000b,R4,40,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,41,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,42,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,43,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,44,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,45,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,46,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,47,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,48,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,49,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,50,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,51,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,52,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,53,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,54,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,55,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,56,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,57,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,58,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,59,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,60,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,61,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,62,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,63,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,64,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,65,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,66,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,67,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,68,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,69,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,70,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,71,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,72,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,73,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,74,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,75,37,34,34,7,7,0.205882
noscale,200g,1000b,R4,76,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,77,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,78,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,79,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,80,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,81,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,82,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,83,37,34,34,18,18,0.529412
noscale,200g,1000b,R4,84,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,85,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,86,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,87,37,34,34,7,7,0.205882
noscale,200g,1000b,R4,88,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,89,37,34,34,19,19,0.558824
noscale,200g,1000b,R4,90,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,91,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,92,37,34,34,22,22,0.647059
noscale,200g,1000b,R4,93,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,94,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,95,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,96,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,97,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,98,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,99,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,100,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,101,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,102,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,103,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,104,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,105,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,106,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,107,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,108,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,109,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,110,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,111,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,112,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,113,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,114,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,115,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,116,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,117,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,118,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,119,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,120,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,121,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,122,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,123,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,124,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,125,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,126,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,127,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,128,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,129,37,34,34,18,18,0.529412
noscale,200g,1000b,R4,130,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,131,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,132,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,133,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,134,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,135,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,136,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,137,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,138,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,139,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,140,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,141,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,142,37,34,34,19,19,0.558824
noscale,200g,1000b,R4,143,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,144,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,145,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,146,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,147,37,34,34,19,19,0.558824
noscale,200g,1000b,R4,148,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,149,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,150,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,151,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,152,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,153,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,154,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,155,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,156,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,157,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,158,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,159,37,34,34,6,6,0.176471
noscale,200g,1000b,R4,160,37,34,34,19,19,0.558824
noscale,200g,1000b,R4,161,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,162,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,163,37,34,34,20,20,0.588235
noscale,200g,1000b,R4,164,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,165,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,166,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,167,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,168,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,169,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,170,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,171,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,172,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,173,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,174,37,34,34,7,7,0.205882
noscale,200g,1000b,R4,175,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,176,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,177,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,178,37,34,34,17,17,0.500000
noscale,200g,1000b,R4,179,37,34,34,8,8,0.235294
noscale,200g,1000b,R4,180,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,181,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,182,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,183,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,184,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,185,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,186,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,187,37,34,34,14,14,0.411765
noscale,200g,1000b,R4,188,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,189,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,190,37,34,34,12,12,0.352941
noscale,200g,1000b,R4,191,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,192,37,34,34,7,7,0.205882
noscale,200g,1000b,R4,193,37,34,34,11,11,0.323529
noscale,200g,1000b,R4,194,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,195,37,34,34,13,13,0.382353
noscale,200g,1000b,R4,196,37,34,34,16,16,0.470588
noscale,200g,1000b,R4,197,37,34,34,15,15,0.441176
noscale,200g,1000b,R4,198,37,34,34,9,9,0.264706
noscale,200g,1000b,R4,199,37,34,34,10,10,0.294118
noscale,200g,1000b,R4,200,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,1,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,2,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,3,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,4,37,34,34,18,18,0.529412
noscale,200g,1000b,R5,5,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,6,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,7,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,8,37,34,34,17,17,0.500000
noscale,200g,1000b,R5,9,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,10,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,11,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,12,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,13,37,34,34,13,13,0.382353
noscale,200g,1000b,R5,14,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,15,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,16,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,17,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,18,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,19,37,34,34,8,8,0.235294
noscale,200g,1000b,R5,20,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,21,37,34,34,13,13,0.382353
noscale,200g,1000b,R5,22,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,23,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,24,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,25,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,26,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,27,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,28,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,29,37,34,34,13,13,0.382353
noscale,200g,1000b,R5,30,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,31,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,32,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,33,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,34,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,35,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,36,37,34,34,17,17,0.500000
noscale,200g,1000b,R5,37,37,34,34,13,13,0.382353
noscale,200g,1000b,R5,38,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,39,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,40,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,41,37,34,34,18,18,0.529412
noscale,200g,1000b,R5,42,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,43,37,34,34,18,18,0.529412
noscale,200g,1000b,R5,44,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,45,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,46,37,34,34,21,21,0.617647
noscale,200g,1000b,R5,47,37,34,34,19,19,0.558824
noscale,200g,1000b,R5,48,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,49,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,50,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,51,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,52,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,53,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,54,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,55,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,56,37,34,34,18,18,0.529412
noscale,200g,1000b,R5,57,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,58,37,34,34,17,17,0.500000
noscale,200g,1000b,R5,59,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,60,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,61,37,34,34,11,11,0.323529
noscale,200g,1000b,R5,62,37,34,34,12,12,0.352941
noscale,200g,1000b,R5,63,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,64,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,65,37,34,34,16,16,0.470588
noscale,200g,1000b,R5,66,37,34,34,10,10,0.294118
noscale,200g,1000b,R5,67,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,68,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,69,37,34,34,15,15,0.441176
noscale,200g,1000b,R5,70,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,71,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,72,37,34,34,14,14,0.411765
noscale,200g,1000b,R5,73,37,34,34,9,9,0.264706
noscale,200g,1000b,R5,74,37,34,34,15,15,0.441176
